"shared name","IDs_2","cor_2"," pval_2","Extract","p.value.corrected","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"364","758.334 771 1 (ID: 792)","-0.132758332332377","0.650955246959199","1.371187e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","1.682453e-03","5.181222e-05","1.845665e-11"
"365","758.373 1158 1 (ID: 745)","-0.13821349028876","0.637494627063113","3.385464e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","1.383869e-05","1.113458e-06","2.887197e-04","3.288262e-03","8.722084e-05","1.667202e-06"
"366","758.373 1047 1 (ID: 144)","0.90395817337596","9.18652895467969e-06","1.228515e-03","0.00539249249639698","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","2.439924e-05","2.981473e-11","2.965649e-03","4.616448e-04","8.470381e-05","2.659057e-05","2.136915e-05"
"367","758.373 1257 1 (ID: 615)","0.923738382289659","2.40588506103265e-06","7.670125e-04","0.00141225453082617","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.887901e-04","2.393138e-04","2.013241e-03","7.411024e-05","1.095323e-04","1.756459e-05","1.163110e-05"
"368","759.352 1398 1 (ID: 93)","-0.0600732663808071","0.838353671408834","1.569443e-03","1","6.464336e-10","1.221705e-10","3.946717e-05","3.423586e-10","3.009935e-02","1.505953e-03","2.866581e-04","8.014416e-05","4.179161e-05","1.127623e-04","1.933593e-04","1.805504e-04","5.081168e-05"
"369","761.301 728 1 (ID: 20)","0.00837201260402499","0.977339347506454","8.140002e-03","1","1.020372e-04","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.564948e-04","1.914042e-06","6.581528e-03","4.748603e-02","2.104370e-02","5.778400e-03","3.892569e-04"
"370","761.301 805 1 (ID: 110)","0.802138770255538","0.000557226140035681","4.426396e-03","0.327091744200945","2.425004e-05","1.221705e-10","8.650469e-10","9.142258e-06","3.672463e-11","3.209307e-11","3.653824e-04","5.094531e-06","8.939618e-03","1.396493e-03","4.473519e-03","2.306147e-04","8.092629e-05"
"371","761.301 595 1 (ID: 176)","0.921999318234641","2.74385026956296e-06","2.827415e-03","0.00161064010823346","3.010317e-05","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","2.481195e-04","2.483361e-05","6.829801e-03","1.977289e-04","3.659340e-04","7.237716e-05","3.343022e-04"
"372","762.310 746 1 (ID: 888)","-0.115393464996568","0.694448993203316","3.885634e-03","1","1.769558e-05","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","4.612152e-05","2.981473e-11","2.390094e-03","1.402147e-02","5.135159e-03","2.900699e-02","3.148845e-04"
"373","762.350 1083 1 (ID: 751)","-0.131056044510918","0.655176201678741","2.980734e-05","1","6.464336e-10","1.221705e-10","2.336329e-05","3.423586e-10","3.672463e-11","8.159396e-07","3.621885e-11","2.981473e-11","1.506438e-05","1.551974e-04","2.336340e-03","3.253695e-05","1.845665e-11"
"374","763.329 1286 1 (ID: 438)","-0.0827672199792591","0.77848372051188","5.067898e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","2.152970e-05","2.914894e-03","4.779863e-05","1.867383e-06","6.957407e-07","2.514773e-06","2.382878e-11","1.845665e-11"
"375","764.326 827 1 (ID: 338)","-0.161132187186233","0.582107938023922","2.752904e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.798028e-04","2.881731e-02","5.986749e-03","1.740807e-04"
"376","764.326 898 1 (ID: 126)","-0.134058602768006","0.64773765356718","1.595185e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.199726e-05","2.981473e-11","3.132689e-11","2.507260e-04","5.778714e-03","1.687214e-03","1.055619e-03"
"377","764.326 701 1 (ID: 216)","0.231830029140212","0.425154487383212","1.804054e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","8.280272e-06","2.981473e-11","3.132689e-11","2.945770e-11","8.051870e-07","1.131034e-04","3.637501e-02"
"378","764.326 992 1 (ID: 82)","0.39564710291294","0.161428721716342","1.547838e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.658306e-05","2.981473e-11","2.944029e-03","5.554388e-03","4.977894e-04","1.634195e-04","6.176272e-05"
"379","764.366 1009 1 (ID: 805)","-0.173909744922582","0.552108873629279","2.241018e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.745821e-06","1.817707e-04","5.512668e-03","5.148093e-06"
"380","764.366 1174 1 (ID: 324)","-0.155804300956912","0.594808333396454","2.867836e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","6.344083e-06","9.766929e-03","1.588896e-03","3.207822e-05"
"381","764.366 1053 1 (ID: 909)","-0.172189781162558","0.556108240185244","5.759512e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.553975e-05","1.224828e-03","1.845665e-11"
"382","765.309 1146 1 (ID: 11)","-0.0401024253033988","0.891731894445719","8.370051e-03","1","3.370801e-04","1.221705e-10","1.772645e-04","3.423586e-10","3.672463e-11","2.984268e-03","6.438503e-02","6.334113e-03","1.150200e-03","1.104368e-03","1.415502e-03","1.116274e-03","4.411292e-04"
"383","765.309 915 1 (ID: 304)","-0.147414493039634","0.615026415302162","1.463669e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.265774e-05","2.981473e-11","3.132689e-11","2.972484e-03","3.242046e-03","1.026492e-05","1.845665e-11"
"384","765.333 701 1 (ID: 987)","0.232072093787175","0.424657510284641","8.313211e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.352834e-05","7.478768e-05","1.610263e-02"
"385","765.333 627 1 (ID: 759)","-0.130169942465764","0.657377163304567","3.911576e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.588977e-06","4.180143e-03","8.307589e-05","6.655205e-06"
"386","766.302 537 1 (ID: 1003)","0.256955808797463","0.375171660365227","5.406407e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","7.854818e-07","3.132689e-11","2.332967e-06","2.188530e-06","1.306026e-05","4.011497e-03"
"387","766.339 695 1 (ID: 123)","-0.100099989825561","0.733497441559774","5.253721e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","9.636151e-04","3.340391e-02","1.578513e-04","4.386591e-03"
"388","767.321 1086 1 (ID: 574)","0.124188817544733","0.672300316374778","4.586449e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","7.310277e-04","7.643994e-03","1.610364e-04","2.361435e-05","4.867844e-05","2.756270e-05","1.653063e-06"
"389","767.321 842 1 (ID: 648)","0.425993473558622","0.128820846520853","2.571761e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.211759e-05","2.981473e-11","7.188664e-04","1.206881e-03","3.957023e-05","3.361323e-05","2.011304e-05"
"390","767.345 870 1 (ID: 14)","0.905509076308344","8.36043110920218e-06","1.868492e-02","0.00490757306110168","1.459782e-04","3.275706e-06","8.650469e-10","6.339896e-05","3.672463e-11","3.209307e-11","6.539617e-04","4.024738e-05","3.866789e-02","1.169947e-03","2.302202e-03","1.647813e-03","2.604914e-04"
"391","767.345 1128 1 (ID: 52)","0.176579145855677","0.545926242075572","2.024714e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","3.039683e-02","2.139506e-03","1.628943e-04","1.726997e-04","2.062290e-05","2.770437e-05"
"392","768.334 1242 1 (ID: 664)","-0.095144202885906","0.746285606300184","1.518275e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","6.307755e-05","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","4.579496e-03","7.745769e-04","2.316439e-05","1.764324e-06"
"393","769.317 1638 1 (ID: 53)","-0.192741868257684","0.509144303604808","5.737313e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","7.132364e-02","9.589540e-03","1.287701e-04","9.661879e-05","4.651467e-05","1.683535e-05","1.759971e-05","4.647748e-05","3.336744e-05","1.503525e-05"
"394","771.337 1345 1 (ID: 393)","-0.119248376188187","0.684712354745047","2.347117e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","2.445886e-04","1.739886e-03","1.549541e-05","3.591576e-06","3.132689e-11","8.690705e-07","9.830805e-06","2.027286e-06","1.637581e-06"
"395","771.337 1439 1 (ID: 1125)","-0.062879793452488","0.830898823521514","5.736205e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","2.110238e-03","6.499680e-05","2.864201e-06","4.294969e-06","3.132689e-11","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"396","771.354 1462 1 (ID: 1149)","-0.0611450355417341","0.835505259459242","7.213451e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.848152e-03","3.928188e-05","6.167529e-05","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","7.772242e-07","1.845665e-11"
"397","771.360 1488 1 (ID: 1120)","-0.055493417460957","0.850545763172113","4.151562e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.016461e-02","4.172846e-05","4.232134e-05","1.966497e-05","2.204094e-06","9.777154e-06","2.150149e-05","1.765438e-05","8.751894e-07"
"398","771.360 1535 1 (ID: 217)","-0.0557990824392585","0.849731050394902","1.695115e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","4.134740e-02","3.493262e-04","1.823662e-04","1.075768e-04","1.753243e-05","5.257975e-05","9.089292e-05","6.755489e-05","2.693334e-05"
"399","772.317 597 1 (ID: 830)","-0.169201873566946","0.563084919676773","8.529924e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","2.467550e-03","4.847274e-06"
"400","772.326 896 1 (ID: 814)","-0.17736081427343","0.544121475410487","1.213156e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","5.525258e-04","4.733998e-03","3.322773e-05"
"401","772.328 1036 1 (ID: 317)","-0.162662165683537","0.578481307974493","3.990581e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","7.622021e-03","3.017208e-03","4.436255e-04"
"402","772.350 927 1 (ID: 141)","-0.0491545946405635","0.86747126435838","1.061901e-03","1","1.456632e-05","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","7.991877e-04","2.579462e-02","8.177208e-04","2.671434e-04","2.168827e-05"
"403","774.367 887 1 (ID: 311)","-0.178196090165384","0.542195789678228","5.255018e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","3.132280e-03","4.112098e-05","2.522202e-03","1.845665e-11"
"404","774.367 732 1 (ID: 735)","-0.131023288531531","0.655257517078278","2.997905e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","5.567962e-04","2.090056e-02","4.303918e-04","5.253040e-05"
"405","775.294 1498 1 (ID: 244)","-0.147697866302216","0.614339266582944","1.097233e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.013272e-03","1.164250e-03","2.660006e-05","2.104504e-06","2.934759e-06","3.818872e-06","1.669957e-06","1.845665e-11"
"406","775.294 1017 1 (ID: 567)","0.103442387052539","0.724908464887298","3.380957e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","1.731886e-03","3.132689e-11","1.575456e-06","7.035206e-07","8.818958e-07","1.845665e-11"
"407","776.329 854 1 (ID: 753)","-0.131273185745932","0.654637247155319","1.429385e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.011947e-05","2.981473e-11","6.184715e-06","3.761781e-04","1.126328e-02","1.886347e-04","1.589795e-05"
"408","776.363 1332 1 (ID: 691)","0.448588918779996","0.10764901921176","2.202555e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","2.987132e-06","2.981473e-11","7.575244e-04","1.162710e-03","6.732148e-05","1.677915e-05","3.403026e-06"
"409","777.296 454 1 (ID: 736)","-0.129942798875928","0.657941774969599","1.144719e-03","1","1.989247e-05","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","9.908871e-03","6.874181e-03","8.321455e-04","4.032115e-05"
"410","777.296 420 1 (ID: 314)","-0.164774154323558","0.573490319245534","8.862816e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","8.115796e-07","6.406288e-03","1.549982e-03","1.393151e-05"
"411","778.304 766 1 (ID: 917)","-0.168685779949118","0.564293684542033","5.010767e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.304637e-06","8.816784e-04","5.009309e-04","2.080203e-02","2.146393e-04"
"412","778.304 571 1 (ID: 1024)","0.226516378925679","0.43613778288274","9.932012e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.559914e-05","2.180742e-05","2.574213e-03"
"413","779.323 1281 1 (ID: 225)","-0.109376918089887","0.709732862337177","1.356711e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","9.049002e-03","6.312229e-04","1.332944e-04","2.724297e-05","6.841470e-05","1.485730e-04","5.212424e-05","3.989073e-05"
"414","779.323 1413 1 (ID: 247)","-0.133579900244267","0.648921569101494","4.002561e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.424391e-03","3.103897e-03","1.575331e-05","1.897674e-06","3.132689e-11","1.016569e-05","1.457301e-05","9.439521e-06","4.503933e-06"
"415","779.323 1377 1 (ID: 1153)","-0.0565411524467499","0.847753734551167","9.168351e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","2.037912e-03","5.145436e-05","1.258618e-06","7.959015e-06","3.132689e-11","2.945770e-11","7.139082e-07","2.382878e-11","1.845665e-11"
"416","780.353 1045 1 (ID: 616)","0.871731080861502","4.85011994402159e-05","1.744076e-04","0.0284702040714067","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","6.501546e-07","1.167712e-03","2.183176e-05","8.268053e-05","7.174715e-05","1.693493e-05"
"417","781.184 2245 1 (ID: 1067)","-0.215682031464728","0.458964757537281","7.359632e-05","1","7.064268e-04","5.593669e-03","1.790674e-02","2.222486e-04","8.144820e-04","1.136541e-03","2.147359e-05","3.197602e-04","1.465912e-03","7.361085e-04","2.546485e-11","5.093352e-04","7.369144e-05"
"418","782.191 2240 1 (ID: 1055)","-0.217857349599538","0.454335569225397","3.942315e-05","1","5.007443e-04","3.496942e-03","1.043076e-02","1.183643e-04","4.803123e-04","6.780741e-04","1.051237e-05","1.894863e-04","8.862651e-04","4.260760e-04","2.546485e-11","2.863471e-04","4.326997e-05"
"419","782.340 530 1 (ID: 810)","-0.169761096342916","0.561776366360877","5.485957e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","2.011844e-03","5.006734e-07"
"420","783.317 777 1 (ID: 727)","-0.138858305168954","0.635910289125818","4.891372e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","4.864879e-06","2.981473e-11","9.395316e-07","2.137948e-04","2.332347e-03","9.917376e-05","5.406877e-07"
"421","784.328 922 1 (ID: 836)","-0.156799096151767","0.592428653765532","3.839957e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","1.440745e-04","2.620408e-06","1.333019e-06","1.740551e-02","5.390499e-05"
"422","784.328 1131 1 (ID: 336)","-0.210910391433654","0.469198834714135","4.185801e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","1.610553e-04","7.353395e-06","9.091893e-05","9.987220e-04","9.428721e-04","1.845665e-11"
"423","784.377 1127 1 (ID: 604)","0.212263140739701","0.466286424772131","2.623859e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.379169e-03","2.313504e-04","9.537577e-06","1.375112e-05","1.552109e-06","1.090049e-06"
"424","785.317 1332 1 (ID: 160)","-0.0965580892535017","0.742630795076654","3.434923e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","2.887859e-06","1.767215e-02","1.244405e-03","1.540473e-04","4.801447e-05","1.511429e-04","2.958922e-04","9.166412e-05","7.247946e-05"
"425","785.317 1380 1 (ID: 417)","-0.0839827719224681","0.775305975275065","3.780438e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","2.018351e-06","2.103770e-03","2.285406e-04","4.347819e-04","6.554413e-06","1.541400e-05","2.886680e-05","4.082275e-06","4.786928e-06"
"426","785.325 643 1 (ID: 1026)","0.227093461895998","0.434938133193686","6.898897e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","7.354622e-06","2.004015e-03"
"427","786.332 726 1 (ID: 147)","-0.165088675942873","0.572748571434169","8.693139e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","7.233466e-04","4.041292e-02","3.628375e-04"
"428","786.341 1179 1 (ID: 781)","-0.144424567967333","0.622294446290418","3.307641e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","9.771169e-06","3.132689e-11","2.945770e-11","2.187090e-03","2.075459e-04","1.022989e-05"
"429","787.383 1647 1 (ID: 1117)","-0.101015979635113","0.731140687470381","3.618560e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","2.236799e-04","9.733963e-04","2.348701e-05","1.151368e-06","8.107461e-07","3.132689e-11","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"430","788.344 842 1 (ID: 332)","-0.215395637830343","0.45957592194826","5.119190e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.176955e-06","2.213843e-03","3.968336e-03","1.935025e-05"
"431","789.332 870 1 (ID: 34)","0.891331282554114","1.87402708603248e-05","1.074261e-02","0.0110005389950107","1.291022e-03","2.047443e-05","8.650469e-10","2.712678e-04","3.672463e-11","1.318914e-05","8.143928e-04","3.806088e-05","1.854401e-02","1.084806e-03","1.816126e-03","1.410934e-03","5.028655e-04"
"432","789.332 1128 1 (ID: 87)","0.247820538575804","0.392966042824158","3.725654e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","5.292219e-05","3.169312e-02","4.403228e-03","4.562603e-04","4.682611e-04","9.505712e-05","1.088723e-04"
"433","789.332 1014 1 (ID: 108)","0.933752100280592","1.05695832217044e-06","5.743579e-03","0.000620434535114048","1.520069e-05","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.937157e-04","2.733423e-03","1.226715e-02","3.233525e-04","5.346817e-04","8.370017e-05","1.364300e-04"
"434","789.382 1742 1 (ID: 1078)","-0.185981059475191","0.524391550665126","7.865458e-06","1","6.464336e-10","1.221705e-10","3.418788e-05","1.087734e-02","1.220138e-06","3.209307e-11","9.287499e-07","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"435","790.364 587 1 (ID: 343)","-0.208077953787442","0.475325116187169","4.984214e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","1.286113e-03","8.615004e-04","9.479744e-06"
"436","791.305 606 1 (ID: 653)","-0.0781868374126765","0.790486504950006","3.736385e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","9.645514e-06","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.139773e-03","4.271996e-05","2.382878e-11","1.845665e-11"
"437","791.305 524 1 (ID: 719)","-0.0821466266058818","0.780107345633666","9.055483e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.799691e-03","1.398655e-04","5.565667e-05","1.845665e-11"
"438","791.323 1056 1 (ID: 693)","-0.0573157103475053","0.84569073936366","3.693729e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","3.534456e-06","3.083581e-06","4.171742e-03","9.111873e-05","1.389684e-05","7.340596e-06"
"439","792.357 1045 1 (ID: 128)","0.073049340844986","0.804000629252676","1.361190e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","1.178928e-03","5.979431e-03","8.588520e-03"
"440","792.357 1201 1 (ID: 32)","0.757988301028733","0.00168254627787567","4.719118e-03","0.987654665113018","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.382634e-04","6.955960e-06","1.239219e-02","3.334861e-03","8.412518e-04","6.324128e-03","1.294731e-04"
"441","792.357 1322 1 (ID: 16)","0.0798720357858982","0.786065316579687","1.177171e-03","1","6.464336e-10","2.864340e-06","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","9.206852e-07","3.515824e-05","1.969673e-03","2.168997e-03","5.611574e-03","3.928098e-03","4.578473e-04"
"442","792.357 1347 1 (ID: 709)","0.089446383882752","0.761063741960938","1.256345e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.604586e-06","4.330720e-05","2.036181e-04","2.138805e-03","1.230083e-02","4.937202e-04","1.919984e-04","3.416214e-05"
"443","793.327 591 1 (ID: 893)","-0.155832770687566","0.594740177417115","2.556622e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.447459e-06","2.981473e-11","2.495651e-05","1.817156e-04","1.714208e-05","5.514008e-03","2.910491e-05"
"444","793.339 1532 1 (ID: 15)","-0.0253514362058178","0.931446323849194","8.852989e-03","1","2.305414e-04","1.221705e-10","8.650469e-10","3.423586e-10","5.249922e-02","2.729416e-03","1.223170e-03","9.154021e-04","3.414692e-04","8.157097e-04","8.901718e-04","1.167388e-03","3.861083e-04"
"445","793.340 1488 1 (ID: 69)","-0.0353115224655361","0.904608959497033","5.858771e-03","1","1.826105e-05","1.221705e-10","8.650469e-10","3.423586e-10","4.993439e-02","1.245192e-03","9.372428e-04","4.868702e-04","1.740944e-04","4.468074e-04","4.907188e-04","3.525994e-04","2.281941e-04"
"446","793.361 1211 1 (ID: 378)","0.894156126374196","1.61022576628837e-05","2.107100e-03","0.00945202524811273","6.464336e-10","1.221705e-10","8.650469e-10","9.036261e-06","3.672463e-11","3.209307e-11","5.515877e-05","1.646595e-06","4.753838e-03","1.089807e-03","1.917115e-04","6.702369e-05","5.134207e-05"
"447","794.333 924 1 (ID: 721)","-0.0249916028698887","0.932417321878227","3.223082e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","1.756121e-04","3.738979e-03","1.726707e-04","6.400718e-05","5.906485e-06"
"448","795.349 1535 1 (ID: 195)","-0.0269903348336337","0.927024951477645","9.616549e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","6.235443e-03","3.277864e-04","1.559169e-04","1.205075e-04","3.897132e-05","9.303870e-05","9.252882e-05","7.457347e-05","4.553898e-05"
"449","797.353 1518 1 (ID: 1170)","-0.061051403822175","0.835754027742567","6.634985e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.145032e-03","8.711932e-05","5.854788e-06","4.024093e-06","3.132689e-11","2.945770e-11","1.689021e-06","6.329149e-07","1.845665e-11"
"450","798.311 860 1 (ID: 328)","-0.226445560966555","0.436285114433217","5.860958e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.461365e-05","2.981473e-11","2.482856e-06","3.209302e-04","1.797168e-03","2.313441e-03","1.660273e-05"
"451","798.366 867 1 (ID: 864)","-0.174624211890004","0.550451166302813","1.084926e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","7.106904e-07","3.132689e-11","8.323868e-05","2.546485e-11","1.735168e-03","7.975046e-07"
"452","799.296 1201 1 (ID: 99)","-0.0574399975759112","0.845359791931836","8.176610e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","9.607911e-06","2.081829e-02","3.328617e-03","1.110573e-04","6.330686e-05","6.385006e-05","6.817252e-06","3.276275e-05"
"453","799.339 807 1 (ID: 1017)","0.222912963383901","0.443665939143885","7.722528e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","7.366711e-05","5.478117e-06","2.462840e-03"
"454","800.347 891 1 (ID: 749)","-0.13594620720684","0.643076835950617","2.826552e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","7.645047e-06","8.536557e-05","2.171603e-02","1.265192e-03","3.100757e-05"
